Produit,Utilisateur,Date,Fiabilité,score,content
Samsung,Marc-Olivier SEYS,Commenté en France le 30 octobre 2019, ? ,5.0,Pouvez-vous proposer un paiement sur 24 mois. Je suis client Orange depuis 5 ans. J'avais alors opté pour des téléphones HTC 820 et 825. Ils proposent maintenant des bas de gamme Samsung ou des Huawei. Ces appareil ne m'intéressent pas. J'ai ma carte SIM + Mémoire.
Samsung,Anonyme,Commenté en France le 30 octobre 2019,Achat vérifié,5.0,Acheté il y a trois mois il fonctionne parfaitement.
Samsung,Pichon,Commenté en France le 27 octobre 2019,Achat vérifié,5.0,Conforme aux attentes
Samsung,Sonia,Commenté en France le 27 octobre 2019,Achat vérifié,5.0,Très contente de mon achatJe vais en recommander 2 pour Noël pour mes enfants
Samsung,MR PHANSANA,Commenté en France le 27 octobre 2019,Achat vérifié,5.0,Pour tout usage
Samsung,Sam,Commenté en France le 27 octobre 2019,Achat vérifié,3.0,"Bonjour,Un très bon produit.juste un bémol sur l'emballage déplorable reçu ouvert des 2 cotés ce qui arrive malheureusement de plus en plus fréquemment.Cordialement."
Samsung,A,Commenté en France le 26 octobre 2019,Achat vérifié,5.0,Super est merci vendeur
Samsung,Charmaco,Commenté en France le 26 octobre 2019,Achat vérifié,5.0,"Tout simplement parfait plus beau que je ne le pensais, j etais septique au vu des commentaires precedents.Pour moi tout est parfait recu plus vite que prevu. 2 jours apres .Emballage parfaitPrise secteur aux normes europeenes.Le telephonne neuf et facile dutilisationJe recommande largement"
Samsung,none,Commenté en France le 26 octobre 2019,Achat vérifié,3.0,"Smartphone réceptionné dans les délais. Emballage propre.Seul bémol, pour l'instant , FAI Free, devoir activer les données mobiles pour MMS"
Samsung,zouille,Commenté en France le 25 octobre 2019,Achat vérifié,3.0,trés bon rapport qualiter prix
Samsung,Mia20,Commenté en France le 25 octobre 2019,Achat vérifié,4.0,Bon produit pour cadeauSimple utilisationDifficile à trouver un cache ecran espion
Samsung,La joconde,Commenté en France le 25 octobre 2019,Achat vérifié,4.0,"Super,  téléphone conforme à ma commande"
Samsung,virginie dupire,Commenté en France le 25 octobre 2019,Achat vérifié,4.0,Très pratique pas trop grand.
Samsung,tony,Commenté en France le 24 octobre 2019,Achat vérifié,5.0,Pour le moment tout fonctionne bien très jolie portable
Samsung,CHERGUI RAFET,Commenté en France le 24 octobre 2019,Achat vérifié,4.0,Il est bien arrivés
Samsung,Meli,Commenté en France le 24 octobre 2019,Achat vérifié,5.0,"Téléphone conforme à la description, état impeccable. Vraiment satisfaite."
Samsung,Hervé N.,Commenté en France le 24 octobre 2019,Achat vérifié,4.0,CORRESPOND A LA DESCRIPTION . BON RAPPORT QUALITE PRIX. UTILISATION AISEE . BON ACHAT.
Samsung,Client d'Amazon,Commenté en France le 24 octobre 2019,Achat vérifié,4.0,Excellent article
Samsung,Rch,Commenté en France le 23 octobre 2019,Achat vérifié,1.0,Nul
Samsung,acheteur lambda,Commenté en France le 22 octobre 2019,Achat vérifié,5.0,Tres bon entrée de gamme
Samsung,fee adeline,Commenté en France le 22 octobre 2019,Achat vérifié,4.0,"après longue hésitation et lecture de plusieurs test j'ai opté pour ce téléphone.Je suis ravie de mon achat. Très agréable d'utilisation, le son ets bon, il capte bien, la batterie me tient facilement plus d'une journée, et contrairement à ce qui est souvent dit je trouve les photos carrément correctes.Je ne suis pas geek, je me sers du téléphone pour appeler, textos, skype, facebook et photos"
Samsung,richard brandon,Commenté en France le 22 octobre 2019,Achat vérifié,5.0,"Avec sa mémoire de 32 GO, une vitesse de connexion excellente pour télécharger les applications, un écran large et de belle qualité, je reste définitivement fan de Samsung !!!"
Samsung,Roux Macha,Commenté en France le 22 octobre 2019,Achat vérifié,4.0,"Joli téléphone, fluide et facile à utiliser."
Samsung,dan,Commenté en France le 21 octobre 2019,Achat vérifié,4.0,tres bien
Samsung,jean paul dresch,Commenté en France le 21 octobre 2019,Achat vérifié,4.0,Bon article service livraison ultra rapide
Samsung,lebon,Commenté en France le 21 octobre 2019,Achat vérifié,3.0,"Très facile d'utilisation,"
Samsung,Wg,Commenté en France le 20 octobre 2019,Achat vérifié,5.0,Bon rapport qualité prix. Produit conforme.
Samsung,Pauline MALBRANCHE,Commenté en France le 20 octobre 2019, ? ,4.0,facile d'utilisation il manque la notice en français mais elle est sur internet. reçu dans le temps indiqué. Je suis contente de cet achat.
Samsung,Client d'Amazon,Commenté en France le 20 octobre 2019,Achat vérifié,5.0,"très contente de mon achatla livraison fut rapide ,le téléphone fonctionne parfaitement depuis plus d'un mois.toute les fonctionnalités y sont, avec en prime un large écran pour un prix plus que raisonnable.Je recommande."
Samsung,chifoui,Commenté en France le 20 octobre 2019,Achat vérifié,4.0,"Je recommande. Passez de l'iphone 6 à celui, et pas trop dépaysé"
Samsung,greg delvallee,Commenté en France le 20 octobre 2019,Achat vérifié,5.0,Ma fille est ravie
Samsung,Bérengère ,Commenté en France le 19 octobre 2019,Achat vérifié,5.0,"il tient très bien la batterie , il a un grand écran et est fourni avec de bonnes oreillettes"
Samsung,Niconics,Commenté en France le 19 octobre 2019,Achat vérifié,4.0,Facile pour offrir à un débutant du smartphone
Samsung,basti,Commenté en France le 19 octobre 2019,Achat vérifié,5.0,Très bon produit manque juste un capteur d empreintes
Samsung,Artëngo,Commenté en France le 19 octobre 2019,Achat vérifié,4.0,Il conrespond bien à ce qu'il y a dans la description il est conforme et c'est très bien. Juste trop grand pour ma main mais il est très bien.
Samsung,Querquetulani,Commenté en France le 18 octobre 2019,Achat vérifié,5.0,"a tout point de vu  bien, c.a.d. dans le cadre rapport qualité-prix"
Samsung,Papyrus,Commenté en France le 18 octobre 2019,Achat vérifié,4.0,RAS
Samsung,Duclay,Commenté en France le 18 octobre 2019,Achat vérifié,4.0,rien à dire rapport qualité/prix bien
Samsung,Fabrice67,Commenté en France le 18 octobre 2019,Achat vérifié,5.0,"trés bon telephone qui utilise des carte nanosim. De ce fait j'ai pas pu utiliser de suite le telephone, j'ai du attendre la reception d'une carte nanosim envoyée par mon opérateur. Autre detail curieux, le telephone est fourni avec plein d'application, mais pas de calculatrice. Heureusement j'ai pu en télécharger une gratuitement.Aujourd'hui je suis habitué au téléphone et je le trouve super !"
Samsung,Client d'Amazon,Commenté en France le 18 octobre 2019,Achat vérifié,5.0,"Superbe téléphone de 6"" très pratique pour internet . L'utilisation est superbement pratique. Le top du top comme téléphone. Génial."
Samsung,david starosse,Commenté en France le 16 octobre 2019,Achat vérifié,5.0,"Très bon Rapport qualité /prixTaille de l’écran très bien , et portable réactif"
Samsung,M Azzi sid ahmed et  Mm azzi ouafa,Commenté en France le 16 octobre 2019,Achat vérifié,5.0,Tres bon produit
Samsung,Lucky52,Commenté en France le 16 octobre 2019,Achat vérifié,2.0,Pas très performant
Samsung,Rory MERRY,Commenté en France le 15 octobre 2019,Achat vérifié,5.0,"Très impressionné par ce modèle A10 l'entrée de gamme chez Samsung. J'ai eu le Samsung J3 avant et j'ai du le remplacer car l'écran a pété. Sur ce nouveau modèle tout fonctionne parfaitement, je le trouve costaud et bien conçu surtout pour le petit prix. Je le recommande sans hésitation."
Samsung,moungui,Commenté en France le 15 octobre 2019,Achat vérifié,4.0,bon appareil dans l'ensemble
Samsung,Llorens Henri,Commenté en France le 15 octobre 2019,Achat vérifié,5.0,prix excellent durer de batterie excellent faciliter d'utilisation rien a dire
Samsung,Luis Enrique gonzalez joy,Commenté en France le 14 octobre 2019,Achat vérifié,5.0,Tres bon
Samsung,Cortes Francisca,Commenté en France le 14 octobre 2019,Achat vérifié,5.0,Il et de très bonne qualité arriver avant la date prévue 👍
Samsung,Le voyageur ,Commenté en France le 14 octobre 2019,Achat vérifié,5.0,Achat effectué pour les 14 ans de ma fille.Aucun reproche dans l immédiat !!!Étonnant pour une ado😉
Samsung,Bricquebec siellet Aurelie,Commenté en France le 14 octobre 2019,Achat vérifié,5.0,"Excellent téléphone, reçu correctement et bien emballé, aucun défaut."
Samsung,Rudy,Commenté en France le 13 octobre 2019,Achat vérifié,4.0,"Excellent rapport qualité prix. Livré dans les temps.32 Gb de mémoire interne + carte sd 32Gb fournie. Bel et grand écran. Facile à prendre en main. Appareil photo basique et haut-parleur faiblard, sinon très content."
Samsung,gaits alexandre,Commenté en France le 13 octobre 2019, ? ,5.0,Pour utilisation personnelle très  bon produit
Samsung,etcheverry r.,Commenté en France le 13 octobre 2019,Achat vérifié,4.0,"il est juste parfait pour ma mère, manque juste l 'empreinte pour le déverouillage, dommage."
Samsung,boyer michel,Commenté en France le 13 octobre 2019,Achat vérifié,4.0,pour une utilisation basique correspond à mes attentions
Samsung,Dinnor93@hotmail.fr,Commenté en France le 13 octobre 2019,Achat vérifié,5.0,Très bien.
Samsung,nedin1,Commenté en France le 13 octobre 2019,Achat vérifié,1.0,Obligé de le retourner.il ne sera pas possible de l'utiliser à l'étranger.c'est une version européenne.Mais ce nai pas écrit sur la description.
Samsung,esposito,Commenté en France le 13 octobre 2019,Achat vérifié,5.0,Très bien je recommande
Samsung,cavan,Commenté en France le 13 octobre 2019,Achat vérifié,5.0,Très bien facile d'utilisationBonne batterie
Samsung,clarisse,Commenté en France le 12 octobre 2019,Achat vérifié,5.0,L’article est très facile et super !
Samsung,bretzouille,Commenté en France le 12 octobre 2019,Achat vérifié,4.0,Pas cher. Convient pour un petit budget.faut pas en demander plus.
Samsung,PascalJM,Commenté en France le 12 octobre 2019,Achat vérifié,4.0,Bon produit si l’on n’en veut pas trop quand même.
Samsung,Bouichina Mohamed,Commenté en France le 11 octobre 2019,Achat vérifié,5.0,Super
Samsung,Jarry Stéphane,Commenté en France le 11 octobre 2019, ? ,4.0,utilisation professionnelle et privée
Samsung,lanni,Commenté en France le 11 octobre 2019,Achat vérifié,5.0,Exceptionnelle
Samsung,Client d'Amazon,Commenté en France le 11 octobre 2019,Achat vérifié,5.0,Téléphonie GPS et photos
Samsung,ianuc,Commenté en France le 10 octobre 2019,Achat vérifié,5.0,Excellent
Samsung,Kemaldilek,Commenté en France le 9 octobre 2019,Achat vérifié,4.0,Ca vas
Samsung,Boiguile,Commenté en France le 9 octobre 2019,Achat vérifié,5.0,Samsung Galaxy a10
Samsung,victoria h.,Commenté en France le 8 octobre 2019,Achat vérifié,4.0,Mon père est très content celui-ci remplace son téléphone clapet qui a rendu l'âme. Il lui faudra encore de l'entraînement pour l'utiliser à 100%.
Samsung,robert,Commenté en France le 7 octobre 2019,Achat vérifié,5.0,bonjour  très  satisfait  de  mon  achat  je  recommande
Samsung,vasseur gwendoline,Commenté en France le 7 octobre 2019,Achat vérifié,5.0,Super!!!
Samsung,Carrere,Commenté en France le 7 octobre 2019,Achat vérifié,5.0,Très bon téléphone
Samsung,Belhassen Patricia,Commenté en France le 7 octobre 2019,Achat vérifié,4.0,Pour mon mari qui ne sert uniquement pour téléphoner
Samsung,bendicte evelyne danièle boucher,Commenté en France le 7 octobre 2019,Achat vérifié,5.0,Ras
Samsung,daniel,Commenté en France le 7 octobre 2019,Achat vérifié,5.0,Pour offrir
Samsung,EJ90,Commenté en France le 7 octobre 2019,Achat vérifié,5.0,Convient parfaitement pour une utilisation normale
Samsung,Client d'Amazon,Commenté en France le 6 octobre 2019,Achat vérifié,5.0,Rien à dire
Samsung,Lembarek bouchra,Commenté en France le 6 octobre 2019,Achat vérifié,5.0,Très bien comme téléphone
Samsung,Alex,Commenté en France le 6 octobre 2019,Achat vérifié,4.0,Pour l'instant tous vas bien ou presque...parfois les messages ne s'envoient pas correctement donc ça peut gêner mais sinon ça vas...a voir dans l'avenir
Samsung,paucod,Commenté en France le 6 octobre 2019,Achat vérifié,5.0,rien à dire tout est parfait
Samsung,Talex,Commenté en France le 5 octobre 2019,Achat vérifié,5.0,Belles photos le produit est beau et résistant top
Samsung,Cisse Fanta,Commenté en France le 5 octobre 2019, ? ,4.0,Bon design! Maintenant le temps nous dirai si c est un produit efficace ...Jolie Appareil je le recommande...
Samsung,doro,Commenté en France le 5 octobre 2019,Achat vérifié,4.0,Le moin est que batterie est non demontable
Samsung,SALEM ABDELKADER,Commenté en France le 4 octobre 2019,Achat vérifié,5.0,Pour mon enfant
Samsung,GROSJEAN  GILBERT,Commenté en France le 4 octobre 2019,Achat vérifié,2.0,Quand j'ai voulu recharger mon A10 le chargeur ne fonctionne pas .
Samsung,TALLY,Commenté en France le 4 octobre 2019,Achat vérifié,5.0,"J'ai reçu mon Smartphone il y a une semaine et je peux vous dire que je suis 100 % satisfaite.Facile à utiliser, batterie que je recharge une fois par jour (j 'utilise les réseaux sociaux, je fais pas mal de photos, je regarde des vidéos...).Les applications fonctionnent au top avec ce Samsung Galaxie  A10.La seule chose que je regrette s 'est de ne pas l'avoir acheté plus tôt.Haut parleur de qualité, bon son pour écouter sa Play List.Les photos et vidéos sont de bonnes qualités."
Samsung,Ghanem,Commenté en France le 3 octobre 2019,Achat vérifié,5.0,Nice
Samsung,Mabouille,Commenté en France le 2 octobre 2019,Achat vérifié,5.0,Tres bon produit
Samsung,saint marc,Commenté en France le 2 octobre 2019, ? ,5.0,tres bon qualité prix. reçu 1 jour avant
Samsung,Sb,Commenté en France le 1 octobre 2019,Achat vérifié,5.0,Prise en main très facile rapport qualité prix parfait rien à redire
Samsung,BIHARY Rodolphe,Commenté en France le 1 octobre 2019,Achat vérifié,4.0,tres grand ecran
Samsung,Fanny62,Commenté en France le 1 octobre 2019,Achat vérifié,4.0,Très bon rapport qualité prix
Samsung,Client d'Amazon,Commenté en France le 30 septembre 2019,Achat vérifié,4.0,Dommage qu'il soit un peu trop grand... pas facile à manipuler
Samsung,Client d'Amazon,Commenté en France le 30 septembre 2019,Achat vérifié,5.0,Super facile d utilisation  grand écran couleur parfaite fait de belles photos
Samsung,Djidji,Commenté en France le 30 septembre 2019,Achat vérifié,5.0,Excellent
Samsung,Myrtille,Commenté en France le 30 septembre 2019,Achat vérifié,5.0,Bonne prise en main .design sympa.par contre icônes un peu infantiles à mon goût
Samsung,Baba,Commenté en France le 30 septembre 2019,Achat vérifié,4.0,Très bon téléphone pour mon utilisation
Samsung,DIOUARA bakary ,Commenté en France le 30 septembre 2019,Achat vérifié,5.0,👍👍👍👍👍👍👌👌👌
Samsung,Akli,Commenté en France le 29 septembre 2019,Achat vérifié,5.0,TOP
Samsung,Client d'Amazon,Commenté en France le 29 septembre 2019,Achat vérifié,5.0,Conforme aux attentes
Samsung,LIEUGUEP ,Commenté en France le 29 septembre 2019,Achat vérifié,5.0,"Je l'utilise pour mon utilisation personnelle. Ce qui m'a plu c'est qu'étant donné que celui d'avant était un Samsung aussi, des que je l'ai activé une question de Samsung m'a été posée celle de savoir si on devrait copier tout de l'ancien téléphone, j'ai répondu oui et du coup j'ai tout récupéré de mon ancien téléphone. Merci Samsung."
Samsung,stan,Commenté en France le 28 septembre 2019,Achat vérifié,5.0,Pas de commentaire spécial.
Samsung,Yann,Commenté en France le 28 septembre 2019,Achat vérifié,5.0,"Bonne autonomie pour un usage raisonnable, presque 2 jours. Passe bien, même en campagne"
Samsung,Ziegler linda,Commenté en France le 28 septembre 2019,Achat vérifié,5.0,bonjour ses mon fils qui se j ai acheter il en ai content et pour mon compte personnel samsung ses une tres bonne marque alors je recommande
Samsung,Client Amazon,Commenté en France le 27 septembre 2019,Achat vérifié,5.0,"Appareil super, et tient ses promesses pour une entrée de gamme. Super"
Samsung,Karine clochard,Commenté en France le 27 septembre 2019,Achat vérifié,5.0,Franchement rien à dire parfait
Samsung,Yann44,Commenté en France le 27 septembre 2019,Achat vérifié,4.0,"Arrivé en 48h .Très bel écran pour le prix , pour le reste on verra avec le temps..."
Samsung,Client d'Amazon,Commenté en France le 27 septembre 2019,Achat vérifié,5.0,Telephone intuitif et simple d utilisation
Samsung,lefil,Commenté en France le 27 septembre 2019,Achat vérifié,4.0,Pas de facture dans le colis
Samsung,Mira assia ,Commenté en France le 26 septembre 2019,Achat vérifié,5.0,mon fils il est très content
Samsung,afindi,Commenté en France le 25 septembre 2019,Achat vérifié,5.0,Produit très tendance et stylé.. il a tout pour être utilisé facilement...
Samsung,carole,Commenté en France le 25 septembre 2019,Achat vérifié,5.0,"Un smartphone simple d'utilisation,  pratique, fiable à un prix très correct."
Samsung,Tritz Nadège ,Commenté en France le 25 septembre 2019,Achat vérifié,5.0,"Téléphone reçu se lundi , bonne utilisation et je le recommande a tous le monde"
Samsung,Piernick,Commenté en France le 24 septembre 2019, ? ,5.0,"Mon épouse est ravie de ce cadeau. le design et la qualité des photos lui plaisent énormément.commande faîte sur le bout des ongles samedi en fin d’après-midi livraison dimanche midi, que demander de PLUS."
Samsung,Jean-Claude Grouard,Commenté en France le 24 septembre 2019,Achat vérifié,2.0,"Mise à jour au bout d'une semaine. Le wifi est catastrophique, même chez moi, équipé en fibre optique, je suis souvent sur le réseau GSM. Je ne capte plus dans mon parking en sous-sol alors que je suis sur Bouygues et que ça passe toujours sans problème avec mon Gigaset. J'ai constaté hier soir que le GPS n'était pas précis, j'ai constaté un écart de 20 m entre ce qui était affiché et la route sur lequel j'étais. Dangereux, retour du smartphone !Test initial :La mort dans l'âme, j'ai dû chercher un remplacement à mon Gigaset GS270 Plus qui n'arrivait pas à se connecter en bluetooth aux montres connectées Withings et aux stabilisateurs Zhiyun.J'ai cherché un smartphone premier prix et j'ai hésité, tant le site ""Les Numériques"" en disait du mal. Heureusement, FrAndroid était beaucoup plus enthousiaste, en saluant un rapport qualité/prix excellent.Le Samsung Galaxy A10 m'a été livré très rapidement (commandé le lundi soir, livré le lendemain midi par Chronopost).Dans la boite, on trouve le smartphone, un guide en italien, un cable micro USB (avec plug) et des écouteurs blancs, un trombone pour l'ouverture de la trappe et une carte micro SD Sandisk de 32 Go !J'ai lancé la récupération de mes 52 applications en wifi avant d'insérer ma carte nano SIM. Le wifi AC n'étant pas disponible, le transfert a duré plus d'une heure.J'ai installé ma carte SIM et la carte mémoire fournie dans le tiroir qui propose 2 emplacement pour nano SIM.La résolution d'écran est faible mais ce n'est pas vraiment gênant. La colorimétrie me gène plus.Les photos et vidéos sont très correctes même par le temps gris voire sombre d'aujourd'hui. En revanche, le son qui sort du haut parleur est assez catastrophique même pour une sonnerie d'appel !Pas de lecteur d'empreinte comme sur le Gigaset et la plupart des smartphones actuels mais une reconnaissance de visage. J'ai des doutes pour le moment car il m'a reconnu à chaque fois ?!A moins de 128 euros, ce smartphone est une bonne surprise. Je vais essayé de trouver une coque fine en silicone. Gigaset en offrait une avec son smartphone mais Samsung ne propose rien, en tout cas en Europe."
Samsung,Client d'Amazon,Commenté en France le 24 septembre 2019,Achat vérifié,5.0,Bien
Samsung,Elodie,Commenté en France le 24 septembre 2019,Achat vérifié,5.0,TopEmballage nickelIl y a en plus un carte micro SD de 32go
Samsung,Pascale,Commenté en France le 24 septembre 2019,Achat vérifié,5.0,"Enchantée de ce téléphone acheté pour ma fille de 11 ans pour son entrée au collège.Il est comme neuf et est facile d'utilisation.Par contre attention l'écran 6' est grand. Parfait pour vidéos mais juste pour tel ou sms, c'est peut-être un peu grand et prend de la place dans un sac."
Samsung,anne lambert,Commenté en France le 24 septembre 2019,Achat vérifié,5.0,charge dure 5 jours
Samsung,sandy versavaux,Commenté en France le 23 septembre 2019,Achat vérifié,4.0,"Achat utile, mais  avis demandé trop prématuré vis à vis de la date d achat"
Samsung,julie,Commenté en France le 23 septembre 2019,Achat vérifié,5.0,Telephone de super qualité très pratique et facile d'utilisation
Samsung,Rudolphine,Commenté en France le 23 septembre 2019,Achat vérifié,4.0,Mon choix sur ce téléphone a été motivé par la possibilité d’utiliser deux sims .
Samsung,crequy,Commenté en France le 22 septembre 2019,Achat vérifié,5.0,belle qualiter d image
Samsung,Yousra,Commenté en France le 22 septembre 2019,Achat vérifié,5.0,"Ce Samsung Galaxy A10 est tout simplement génial ! La taille du téléphone comme le physique,la qualité photo... , le prix est très raisonnable . J'ai tout apprécier dans ce téléphone sauf la carte sim, on peut en rentrer 2 mais il faut qu'elle soit plus petite que d'habitude . J'ai du l'a coupé chez un professionnel."
Samsung,Dumoulin V.,Commenté en France le 21 septembre 2019,Achat vérifié,5.0,"RAS, très bon produit!"
Samsung,Kucukler,Commenté en France le 21 septembre 2019,Achat vérifié,5.0,Ras
Samsung,vincent anne gaelle,Commenté en France le 21 septembre 2019,Achat vérifié,5.0,Super téléphone  n a rien a envier aux plus grands.
Samsung,Marega,Commenté en France le 21 septembre 2019,Achat vérifié,4.0,Très bien
Samsung,idrissa dicko,Commenté en France le 20 septembre 2019,Achat vérifié,5.0,Rapidité
Samsung,charline,Commenté en France le 20 septembre 2019,Achat vérifié,5.0,correspond exactement a la proposition .Livraison avec 1 jour d avance dans un emballage très sérieux .Avec en plus le meilleur  rapport qualité  prix  MERCI au vendeur et AMAZON  que Je recommande très sincèrement. Garantie par SAMSUNG  2  ans avec facture fournie
Samsung,Yanestea,Commenté en France le 20 septembre 2019,Achat vérifié,5.0,Très bien
Samsung,aurelie ,Commenté en France le 19 septembre 2019,Achat vérifié,4.0,Très facile d'utilisation
Samsung,gladys cazemayor-lissoir ,Commenté en France le 19 septembre 2019,Achat vérifié,5.0,Très bien !
Samsung,Stachowiak bernard,Commenté en France le 19 septembre 2019,Achat vérifié,4.0,pour mon épouse (second portable et moins cher)
Samsung,Cilione,Commenté en France le 18 septembre 2019,Achat vérifié,4.0,Facile d'utilisation et idéal pour un ado
Samsung,Maud ,Commenté en France le 18 septembre 2019,Achat vérifié,5.0,Reçu rapidement  .Comme sur la photo et descriptif  .
Samsung,Meli,Commenté en France le 18 septembre 2019,Achat vérifié,4.0,"Envoie rapide et soigné. Téléphone qui est un bon compromis, Très bon rapport qualité prix !Facile d’utilisation, rapide, seul bémol la qualité de caméras de l’avant mais on ne peut pas tout avoir :)"
Samsung,CDC,Commenté en France le 18 septembre 2019,Achat vérifié,5.0,"Acheté pour ma fille de 12ans elle en est ravie, livraison dans les temps et bien emballé"
Samsung,Glory,Commenté en France le 17 septembre 2019,Achat vérifié,4.0,"Petit prix bon chose: dommage que il manque les écouteurs, le protecteur écran comme écris. Sinon pas de regret. Tout est bien."
Samsung,ROYON,Commenté en France le 17 septembre 2019,Achat vérifié,4.0,téléphone
Samsung,didou,Commenté en France le 16 septembre 2019,Achat vérifié,5.0,"Samsung Galaxy  A 10 de bonne qualité, facile d'utilisation, bonne prise en main et fait de belles photos. Ma fille de 13 ans a été ravie de son cadeau."
Samsung,Client d'Amazon,Commenté en France le 16 septembre 2019,Achat vérifié,5.0,téléphone vraiment très bien ! facile d'utilisation et qualité d'image très bien ! je suis satisfaite de mon achat
Samsung,daniel bley,Commenté en France le 16 septembre 2019,Achat vérifié,5.0,Je suis pas un utilisateur de Samsung ni androïde mais j ai été impressionné par l appareil et son tarif
Samsung,roger christian,Commenté en France le 16 septembre 2019,Achat vérifié,3.0,"bon produit d'entrée de gamme, pas géant, mais surtout pas cher"
Samsung,Lenert bernadette,Commenté en France le 16 septembre 2019,Achat vérifié,5.0,Très beau portableTrès satisfaite
Samsung,Doudou,Commenté en France le 16 septembre 2019,Achat vérifié,4.0,"Depuis presque 10 ans j'utilise des smartphones Samsung, celui que j'avais n'avait que 8Go de mémoire interne, je n'avais plus de place pour installer mes applications.J'ai donc pris ce modèle relativement peu cher (payé en 4 fois), et j'en suis très contente!Il est rapide, l'appareil photo est performant, et je peux enfin installer toutes mes applications :)J'enlève juste une petite étoile car il y a une application ""GameTools"" intégrée au système qui, malgré sa désactivation et le blocage des notifications, continue d'apparaître en bas de l'écran des jeux (Candy Crush par exemple).Cela ne gêne pas le jeu, mais c'est dommage de ne pas pouvoir retirer cette barre qui n'est pas vraiment utile."
Samsung,FRANCK,Commenté en France le 15 septembre 2019,Achat vérifié,4.0,Bon rapport qualité prix
Samsung,simon,Commenté en France le 15 septembre 2019,Achat vérifié,5.0,"Après mon vieux J5, ce A10 est tout aussi simple d'utilisation. Sa capacité de mémoire est 4× plus importante que mon ancien coucou. L'appareil photo est très correct. La vitesse est parfaite. Je n'ai aucun problème de connexion. Bref le rapport qualité prix est époustouflant ! Je le conseille !!!"
Samsung,Brenda,Commenté en France le 15 septembre 2019,Achat vérifié,5.0,Alors vraiment je suis très contente de mon achat ! Le téléphone est super ! Et pour information le chargeur est aux normes européennes donc convient parfaitement aux prises en France.
Samsung,Client d'Amazon,Commenté en France le 15 septembre 2019,Achat vérifié,4.0,Je suis  très  contente
Samsung,FD,Commenté en France le 14 septembre 2019,Achat vérifié,5.0,Excellent telephone
Samsung,Frederic Thibault,Commenté en France le 14 septembre 2019,Achat vérifié,5.0,"Reçu tout neuf marche très bien sauf la notice est en Langage Roumain, il y a un plus j’ai reçu dans la boîte une carte mémoire 32G mais on peux en mettre jusqu’à 512G mais je ne mettrai que 256G sinon j’en suis très content"
Samsung,Béatrice,Commenté en France le 14 septembre 2019,Achat vérifié,5.0,"Facile d'utilisation, léger, belle prise de photo, bonne capacité de mémoire, mais dommage que pour changer de carte de mémoire il faut aussi enlever la carte sim car tout est dans un même bloc"
Samsung,Fanfan la tulipe ,Commenté en France le 12 septembre 2019,Achat vérifié,4.0,J'ai offerte A10 à ma sœur.. .J'aurais mis 5 étoiles mais j'utilise le A50 qui est quand même plus élaboré et plus performant à mon sens. Mais le A10 reste un bon produit.
Samsung,cz67,Commenté en France le 12 septembre 2019,Achat vérifié,5.0,"Appareil très sympa, fait très bien son travail et la qualité de l'image est plutôt très bonne en fonction du prix. Un excellent rapport qualité-prix."
Samsung,Sylvianeb,Commenté en France le 12 septembre 2019,Achat vérifié,4.0,"Bon portable, simple,  efficace, charge batterie très correct compte tenu de son prix je suis satisfaite de cet achat je recommande"
Samsung,Bruyer Jacques,Commenté en France le 12 septembre 2019,Achat vérifié,4.0,Bon rapport qualité Prix
Samsung,Nathy.G,Commenté en France le 11 septembre 2019,Achat vérifié,5.0,Livré en 24h ! Rien à redire ! Merci !
Samsung,chapy,Commenté en France le 11 septembre 2019,Achat vérifié,5.0,très agréable à manipuler - je suis contente de mon achat
Samsung,TRAORE MAMADOU,Commenté en France le 11 septembre 2019,Achat vérifié,1.0,"Pour utilisation personnels,et il ma fallut appelé Samsung pour le paramétrages des applis,ce qui est pas normal,ou peut être que c était la première fois que ça m arrive.sinon à part ça tout es nickel"
Samsung,youc frigoriste,Commenté en France le 11 septembre 2019,Achat vérifié,4.0,"Le produit fonctionne correctement, par contre la qualité n est pas la."
Samsung,FKIRI,Commenté en France le 10 septembre 2019,Achat vérifié,4.0,Belle offre c excellent
Samsung,B. PSL,Commenté en France le 10 septembre 2019,Achat vérifié,4.0,"Pour moins de 130€, je ne suis pas déçu : c'est un bon smartphone. Je regrette un peu la lenteur du produit…."
Samsung,bruno combey,Commenté en France le 10 septembre 2019,Achat vérifié,4.0,super photos pratique assez simple à utiliser pour on niveaupetit bémol je l'ai reçu avec une notice dans toute les langues mais pas en françaissi non pour mon utilisation c'est nickel
Samsung,Voirin,Commenté en France le 9 septembre 2019,Achat vérifié,5.0,"Appareil de bonne qualité et en très bonne état ,bon qualité/ prix"
Samsung,bouyges cedric,Commenté en France le 9 septembre 2019, ? ,5.0,Bon produit marche tres bien mm pour un prix comme cela je le recommande
Samsung,Client d'Amazon,Commenté en France le 9 septembre 2019,Achat vérifié,5.0,Je l'ai payé pour l'anniversaire de mon garçon il en es très content !
Samsung,Client d'Amazon,Commenté en France le 9 septembre 2019,Achat vérifié,5.0,Pour mon fils très bien
Samsung,mo,Commenté en France le 8 septembre 2019,Achat vérifié,5.0,bon appareil pour le prix
Samsung,Emilie Queveau,Commenté en France le 8 septembre 2019,Achat vérifié,4.0,Parfait !R a.s😉
Samsung,peltier,Commenté en France le 7 septembre 2019,Achat vérifié,5.0,"téléphone prix raisonnable, fait de très belles photos facile d'utilisation comme tous les samsungs"
