content,score,thumbsUpCount,reviewCreatedVersion,at,app
J'ai seulement mit une étoile parce que y'a d'autre vidéo qui ne marche pas d'autre oui. Après en me dit veillée nous contacter je ne comprends plus rien,1,0,4.16.43,2021-02-24 12:39:09,6play
Je trouve cette application très bien mais à chaque fois que l'on commence une vidéo il y a une publicité,4,0,4.16.38,2021-01-26 06:36:16,6play
Bonne application mais dommage qu'il y a beaucoup de publicités avant et pendant le programme c'est long.,4,0,4.16.38,2021-01-26 12:25:04,6play
"Très satisfaite de l'application mais souvent ""bug"" au démarrage c'est dommage !",3,0,4.16.38,2021-01-03 16:17:08,6play
J'aime cette application tout simplement car elle me donne accès à mes série réalité😍😍L'application en elle-même na jamais eu de soucis du moins pour ma part 😊😊,5,1,4.16.38,2020-12-18 13:40:13,6play
Je trouve l'application super mais il y a trop de publicités avant chaque vidéo.,4,0,4.16.43,2021-02-17 23:48:59,6play
"Bonjour, très bonne aplli pour regarder les replay, mais à quand un menu d'accueil en mode paysage pour tablette ? cdt,",4,0,4.16.38,2020-12-27 17:15:41,6play
pratique surtout pour reprendre une lecture là où on s'est arrêté. Beaucoup moins de choix qu'avant. Dommage !,4,1,4.16.38,2020-12-17 08:20:48,6play
L'expérience utilisateur est quelconque et l'appli ne fonctionne pas avec chromecast si vous n'êtes pas chez le bon opérateur,1,1,4.16.38,2021-01-02 20:14:26,6play
"Excellent. Bonne qualité de son, d images et programmes variés",5,0,4.16.43,2021-02-21 16:37:44,6play
"Cette application est superbe, rien à dire!! Juste dommage qu'on ne puisse pas regarder les Simpsons en replay !!",4,0,4.16.38,2021-01-06 18:53:01,6play
"Depuis 2 jours, impossible de lire une vidéo en direct, message d'erreur grrr",3,0,4.16.38,2021-01-07 19:00:42,6play
"Très utile surtout lorsqu'on est pas à la maison, ou lorsque la télé est squattée par les enfants 😅😅😅",5,1,4.16.38,2020-12-16 21:19:03,6play
"On ne sait plus rien regarder depuis la Belgique, c'est complètement nul. Déjà avant c'était très limité mais maintenant plus rien du tout.... Pfff.",1,0,4.16.43,2021-02-25 20:59:52,6play
Tout le temps obligé de réinstaller l'application qui plante. Plus d'image sur tablette Samsung 3 .,2,2,4.16.38,2021-01-04 20:39:06,6play
Parfait pour voir des émissions quand on est pressée par le temps dans la journée.,5,1,4.16.38,2020-12-21 15:19:31,6play
"Encore une fois, tablette Asus inutilisable suite à mise à jour...par contre Pub avant fonctionne.... obsolescence programmée... la vidéo est cryptée!!!!",1,9,4.16.38,2020-12-12 11:26:41,6play
Incompatible avec Chromecast.. il serait temps de se mettre à la page,2,0,4.16.43,2021-02-22 13:04:13,6play
-Pas de chromecast; -Impossible de basculer en mode paysage; -Des pubs; -Des pubs; -Et des pubs.,1,0,4.16.38,2021-01-24 13:16:09,6play
"J'adore, sauf les pubs à bannir svp ( bientôt nous allons payer pour justement éviter ça, tout est une question de temps..)",4,0,4.16.38,2020-12-16 01:21:04,6play
Fonctionne très bien avec Chrome cast . Tout est bon Dans le panel.ok,5,0,4.16.38,2021-02-02 17:43:47,6play
Super de pouvoir beneficier du site via internet car a l ile maurice nous n avons que canal + ou mauritius telecom my.t mais la qualite de transmision avec le nouveau decodeur 4k de canal + pose beaucoup de probleme. Bien a vous,5,1,4.16.38,2020-12-29 04:00:29,6play
Tres bonne application qui permet de voir ou de revoir les émissions des chaînes M6.,5,132,4.16.43,2021-02-23 17:17:58,6play
Bonsoir maintenant que RTL FAIT PARTIE DE M6 POURQUOI? NE PAS METTRE SUR LES SMART TV EN VIDEO ET EN DIRECT LES RADIOS DU GROUPE RTL BIEN SUR MAIS AUSSI RTL 2 ET FUN RADIO MERCI DE BIEN VOULOIR RÉFLÉCHIR A CELA ET RÉPONDRE FAVORABLEMENT A MA REQUÊTE,5,0,4.16.38,2021-01-24 19:29:55,6play
Bonne application mais les pub tout les 2min j'en ai rale bol.Et depuis quelques temps je ne peux plus screen ça met un écran noir,3,0,4.16.38,2020-12-23 15:39:31,6play
sans arrêt des erreurs générique lorsqu'on veut voir en replay autant enlever les films qui ne sont plus visibles,2,0,4.16.38,2021-01-23 22:02:38,6play
Impossible de lire les replay et le direct !! Écran noir ou l'application plante et se ferme seul.,1,6,4.16.38,2020-12-21 22:28:16,6play
"Je trouve que c'est le bazar, ai du mal à retrouver une émission et mes favoris. Trop de pubs",2,0,4.16.43,2021-02-09 16:32:50,6play
"Super très fonctionnel, et accès rapide et facile d'utilisation et en plus gratuit 😜",5,0,4.16.38,2020-12-29 17:23:04,6play
Très bon téléchargement (10 *) mais agressé car l appli est payante. Passer votre chemin,5,0,4.16.43,2021-02-25 12:44:05,6play
Jamais eu vraiment de soucis mais là l application me dis erreur que le visonnage h est pas accessible depuis ma zone géographique pourtant je suis en Suisse vraiment décevant,1,1,4.16.38,2021-01-11 11:25:54,6play
"Tout marchait impecc jusqu'il y a 3 jours. L'appli est bloquée. Je l'ai désinstalle et reinstalle, rien n'y fait",4,0,4.16.38,2021-01-28 22:08:32,6play
"Très bonne appli, Mais certains programmes je peux pas regarder à cause de ma situation géographique.pouvez vous y remédier. Cordialement",4,1,4.16.38,2020-12-20 20:36:40,6play
Il y a beaucoup de bug et trop de pub c'est très dérangent si je pourrais j'aurais mis zéro étoile.,1,2,4.16.38,2020-12-28 20:55:18,6play
"utile à plus d'un titre. programmes des chaînes du groupe, commentaires et critiques de bons niveaux",4,0,4.16.38,2021-01-01 09:07:45,6play
Application performante avec cependant un peu trop de pub dans le replay.,4,0,4.16.43,2021-02-26 22:24:56,6play
Sympa et accessible J'aime bien les romances et les reportages et il y en a.,4,0,4.16.38,2020-12-31 06:59:29,6play
"Malgré la gestion du cache dans les paramètres, l'application est très longue à d'ouvrir en Wi-Fi",1,0,4.16.43,2021-02-26 08:37:20,6play
"À part les publicités qui sont parfois de trop, bonne application.",5,0,4.16.38,2020-12-21 00:24:56,6play
J'utilise mon smartphone comme un ordinateur quand je rentre chez moi il me sert de télévision avec 6 play Je peux regarder la 6 quand je veux où je veux Ainsi que toutes les autres chaînes du groupe,5,0,4.16.38,2020-12-28 19:39:58,6play
De temps en temps les replays ne fonctionne pas mais dans l'ensemble très satisfaisant,4,0,4.16.43,2021-02-14 07:07:43,6play
J'aime beaucoup après c'est dommage car comme je suis de Belgique il y a pas mal de choses que je ne peux pas regarder et on ne peut pas non plus caster sur notre écran tv comparé à rtlplay du coup c'est un peut chiant,4,0,4.16.38,2020-12-13 15:54:34,6play
Très bien mais l'icône de diffusion sur TV (chromecast) n'apparaît plus... Dommage...,4,0,4.16.38,2020-12-16 09:18:22,6play
ERROR_GENERIC On voit les pubs et lorsque l'émission doit commencer ERROR_GENERIC s'affiche.,1,1,4.16.38,2021-01-25 19:01:34,6play
"Ne veut plus démarrer et sa pour 3 fois déjà ,donc j'attend à chaque fois 1 à 3 mois pour pouvoir regarder les replay.",1,1,4.16.38,2021-01-25 22:28:44,6play
"Cool d'avoir accès aux programmes de la chaîne, petit hic, l'appli a pas mal de beugs..",3,6,4.16.38,2020-12-11 20:18:49,6play
Cette application est bien il y a aucun problème 😜 il y a justement quand on lance l'application c'est un peut long mais c'est pas grave 😃😃😃😃,5,0,4.16.38,2020-12-17 18:33:57,6play
Sur Oppo a53 les vidéos sont saccadés... Les pubs par contre ont une image fluide et sont nombreuses,1,1,4.16.38,2020-12-16 21:33:38,6play
Mon experience est de regarder toutes les series et films que je ne peux pas regarder en direct à la télévision...,5,0,4.16.43,2021-02-20 17:34:26,6play
Bonne application surtout pour nous qui ne pourrons pas suivre M6 en direct. Merci,5,0,4.16.43,2021-02-13 18:44:10,6play
Actuellement impossible de regardé quoi que ce soit en replay ou en direct d'ailleurs. Dommage sinon super application.,5,1,4.16.38,2020-12-17 13:23:34,6play
"Dysfonctionnement, application ne s'ouvre plus depuis la dernière mise à jour",1,6,4.16.38,2020-12-17 23:05:31,6play
Quasiment toujours en erreur et pas d'avance rapide... Fonctionne une fois sur cinq,1,1,4.16.38,2021-01-07 16:02:53,6play
cette application est vraiment génial on peut regarder en replay on peut regarder aussi en direct et c'est vraiment ce que je voulais pour charger et c'est vraiment trop génial donc je je vous le conseille vraiment je veux dire regarder les mamans L'Amour est dans le pré saison et c'est vraiment ce que je voulais je vous la conseille vraiment c'est vraiment trop trop trop trop trop génial,5,0,4.16.38,2021-02-08 17:23:48,6play
"Toujours contente , malheureusement j'ai ""le bonheur "" d'avoir les pubs avec image mais pour les film écran noir uniquement les paroles . POUQUOI....???",3,0,4.16.38,2020-12-19 09:58:03,6play
Il ya beaucoup trop de pub c'est très pénible est beaucoup de gens sens plaigne merci de votre compréhension,5,0,4.16.43,2021-02-09 17:43:19,6play
Que des beugues depuis 1mois voir + J'ai désinstallé/ré installé rien n'y fait Pareil pour les mises à jour Horrible 🤬,1,4,4.16.38,2020-12-21 18:32:38,6play
Appli pourri ne s'ouvre pas depuis 1 semaine. Malgré installation et désinstallation,1,0,4.16.43,2021-02-22 21:24:00,6play
Les pubs marche très bien mais des le passage au direct erreur.... super !,2,2,4.16.38,2020-12-16 20:21:20,6play
"Super application, on y trouve de tout et pour tout les genre !",5,0,4.16.38,2020-12-20 23:57:06,6play
"J'aime bien lappli, le seul problème est que j'arrive pas à regarder certaines programmes en vue de ma géographie dommage",3,0,4.16.38,2021-01-28 17:56:31,6play
Bonne appli mais on ne peut pas chromecasté quel dommage cela gâche tout...,3,0,4.16.38,2021-01-22 20:40:26,6play
J'aime 6play mais normalement étant abonné bbox je pense que l'on devrait avoir un code pour avoir Teva gratuitement sur tout les écrans,3,0,4.16.38,2021-01-05 19:14:49,6play
Impossible de regarder les replay depuis plus de 10 jours!!!!!!!!!! L'application est INUTILISABLE!!!!!!,1,1,4.16.38,2020-12-28 19:23:39,6play
"J'apprécie les téléfilms proposés. On regarde à l'heure qui nous convient, c'est vraiment super.",5,0,4.16.38,2021-01-04 20:15:22,6play
J'adore cette application je la trouve vraiment géniale on y trouve les séries les films émissions documentaires etc je vous la conseille à 100 % je ne le regrettez pas,5,1,4.16.38,2020-12-11 07:29:48,6play
"Super application, ya que les pubs qui font que j'ai pas mis 5 étoiles",4,0,4.16.38,2020-12-24 04:14:42,6play
Application intéressante pour regarder les émissions en replay que je ne peux pas voir la journée,5,0,4.16.38,2020-12-25 18:59:13,6play
Je n'aime pas l'interface j'ai tendance à me perdre mais le contenus n'est pas mal dommage,2,0,4.16.38,2021-01-17 22:17:13,6play
Super application je suis ravie je regarde sur mon portable Et sur ma télévision.,5,0,4.16.38,2021-01-20 06:09:43,6play
"Nul, je ne peux plus regarder les replays via la Google home, il n y que le son, mais pourquoi ?",1,1,4.16.38,2021-01-03 20:28:59,6play
Presque 5 minutes de pub avant de pouvoir regarder une vidéo... Une honte!,1,0,4.16.38,2021-01-29 20:36:16,6play
Étant en zone blanche quand je capte c'est très bien . Mais pas souvent Merci,5,0,4.16.43,2021-02-16 21:22:35,6play
"Dommage qu'il n'y ait pas les mêmes séries Replay qu'à la TV, très très dommage",3,1,4.16.38,2020-12-15 10:38:58,6play
Erreur de nom ; ça n'est pas 6Play mais c'est 6Pub. Déjà que la télé m'exaspère...,1,1,4.16.38,2021-01-08 01:53:34,6play
"Replay en retard , pas fiable , trop de pub , insupportable.",1,3,4.16.38,2020-12-16 22:35:16,6play
Je ne peux pas regarder des dessins animés alors que c'était la raison pour laquelle j'ai téléchargé cette application ils me disent que la vidéo n'est pas disponible dans mon pays si vous pouviez faire un petit effort 😔🥺😭,1,0,4.16.43,2021-02-05 08:43:58,6play
Cette application est carrément bien à pars les pub qand on démarre une video ✌🏼,5,0,4.16.38,2021-02-03 23:44:46,6play
La visualisation des replays n'est pas fluide c'est désagréable,3,0,4.16.43,2021-02-20 18:42:41,6play
C'est une expérience agréable avec des petits bugs que je crois que vous pouvez ameliorer,3,0,4.16.43,2021-02-12 19:16:43,6play
Le seul endroit légal où voir Kaamelott légalement en France. Application bien faite mais avec presque une à deux pubs entre chaque épisode (de 5 minutes...) c'est insupportable !,5,0,4.16.38,2021-01-11 15:02:18,6play
"Genial, mais bug un peu trop souvent!!",5,0,4.16.43,2021-02-06 21:59:09,6play
Déçu marche pendant une journée et depuis deux impossible de regarder quoique ce soit,1,0,4.16.38,2021-01-25 08:10:22,6play
"Bonne appli , malgré des petits bug parfois.",4,0,4.16.38,2021-02-02 21:05:34,6play
Franchement ça commence à me soûler je n'arrive pas à regarder une vidéo mais par contre les pubs oui franchement j'en peux plus,1,1,4.16.38,2021-01-07 09:51:58,6play
"Pas possible de caster sur la télé, pubs qui mettent des plombes à se charger...",1,0,4.16.38,2021-01-18 23:33:44,6play
Une application fonctionnelle qui marche sans problème Je recommande pour regarder des replay,5,0,4.16.38,2020-12-16 14:58:29,6play
Gros bug: les pubs se lancent mais pas le programme. 😡,1,4,4.16.38,2020-12-23 20:17:10,6play
On peut regarder nos émissions préféré en replay ou on veut et quand on veut !,5,0,4.16.38,2021-01-06 07:13:31,6play
